;text
172;['logikanya', 'coba', 'dibayangkan', 'seorang', 'oknum', 'pemerintah', 'seorang', 'n', 'anjink', 'kenapa', 'pilihan', 'jatuh', 'pd', 'pencuri', 'kenapa', 'pilihan', 'lebih', 'memili', 'anjink', 'karena', 'dua', 'nya', 'tdk', 'lagi', 'baik', 'saja']
173;['penjara', 'sukamiskin', 'di', 'mata', 'najwa', 'purapura', 'penjara', 'khusu', 'koruptor', 'kek', 'hotel', 'microwav', 'rice', 'cooker', 'dispens', 'toilet', 'jongkok', 'alat', 'gym', 'ac', 'dll', 'how', 'about', 'your', 'opinion', 'kita', 'minta', 'bongkar', 'minim', 'seperti', 'penjara', 'di', 'film', 'big', 'mouth']
174;['jabatannya', 'beda', 'dulu', 'dan', 'sekarang', 'tapi', 'orangnya', 'masih', 'sama', 'kan']
175;['kasian', 'banget', 'jdi', 'kamb', 'hitam', 'hacker', 'yg', 'aslinya', 'nyengir']
176;['cuma', 'berak', 'dan', 'kenc', 'yang', 'tidak', 'di', 'paksa', 'bayar', 'pajak', 'oleh', 'pemda', 'serang', 'dan', 'pemerintah', 'rejim', 'jahat']
177;['bjorka', 'tertawa', 'polisi', 'sudah', 'salah', 'tangkap']
178;['tell', 'me', 'what', 'is', 'the', 'blueprint', 'for', 'corrupt', 'prison', 'like', 'is', 'there', 'a', 'special', 'room', 'how', 'mani', 'prison', 'are', 'there', 'in', 'indonesia', 'saya', 'melihat', 'di', 'matanajwa', 'penjara', 'koruptor', 'lebih', 'bagu', 'dari', 'pada', 'kamar', 'hotel']
179;['menunggu', 'action', 'bjorkan']
180;['remaja', 'di', 'madiun', 'tersangka', 'kasu', 'hacker', 'bjorka', 'ternyata', 'sosok', 'di', 'balik', 'channel', 'telegram', 'bjorkan']
181;['bjorka', 'cabang', 'mana', 'cirebon', 'atawa', 'madiun', 'kpk', 'berharap', 'tak', 'menjadi', 'sasaran', 'hacker', 'bjorka', 'klik', 'untuk', 'baca']
182;['ada', 'ada', 'skrg', 'ada', 'lg', 'mana', 'yg', 'bener', 'bjorka', 'sih', 'dh', 'mirip', 'akunnya', 'si', 'opposit', 'banyak', 'versinya']
183;['polisi', 'mengungkapkan', 'bahwa', 'tersangka', 'muhammad', 'agung', 'hiyatullah', 'ikut', 'mengunggah', 'dalam', 'channel', 'telegram', 'ada', 'postingan', 'yang', 'diunggahnya', 'apa', 'saja']
184;['bagi', 'donk']
185;['hmmm', 'mungkin', 'takut', 'bang', 'pihak', 'ke', 'nya', 'hehe', 'cnda', 'takut']
186;['ancaman', 'bjorka', 'jadi', 'ide', 'moeldoko', 'gandeng', 'talenta', 'indonesia', 'di', 'bidang', 'it', 'libatkan', 'hacker', 'white', 'hat']
187;['dia', 'terdeteksi', 'sebagai', 'salah', 'satu', 'gerombolan', 'bjorkan', 'penyedia', 'channel', 'utk', 'akun', 'bjorka', 'hp', 'n', 'simcard', 'sdh', 'disita', 'sdh', 'jd', 'tersangka', 'jg']
188;['dugaan', 'saya', 'ini', 'anak', 'bikin', 'akun', 'di', 'lalu', 'post', 'seolah', 'dia', 'bjorka', 'karena', 'dari', 'keterangan', 'ini', 'dia', 'jd', 'tersangka', 'karena', 'postingan', 'akun', 'bjorkan', 'akun', 'asli', 'bjorka', 'adalah', 'bjorka']
189;['benar', 'dia', 'tersangka', 'hp', 'n', 'simcard', 'sdh', 'disita', 'dia', 'terlibat', 'gerombolan', 'bjorkan', 'hax', 'dipulangkan', 'dulu', 'nnt', 'ttap', 'diperiksa', 'sebagai', 'tersangka', 'krn', 'dia', 'terdeteksi', 'ikut', 'membuat', 'channel', 'utk', 'akun', 'bjorka']
190;['pria', 'yang', 'ditangkap', 'di', 'madiun', 'memang', 'bukan', 'namun', 'kabarnya', 'yang', 'membuat', 'kanal', 'telegram']
191;['tersangka', 'mah', 'berperan', 'sebagai', 'pengunggah', 'konten', 'ke', 'akun', 'channel', 'telegram', 'bjorkan', 'mah', 'juga', 'sempat', 'mengunggah', 'konten', 'ke', 'channel', 'telegram', 'bjorkan', 'sebanyak', 'tiga', 'kali']
192;['menurut', 'polri', 'mah', 'mengunggah', 'tiga', 'pernyataan', 'bjorka', 'di', 'kanal', 'telegram', 'bjorkan', 'pada', 'tiga', 'waktu', 'berbeda']
193;['tmen', 'bjorka', 'nih', 'bakalcyb', 'war', 'gak', 'nih']
194;['lu', 'sere', 'nonton', 'bang']
195;['bang', 'siapapun', 'kamu', 'tolong', 'selsaikan', 'dlu', 'kasu', 'sambokalo', 'kita', 'berlarut', 'dengan', 'ini', 'doang', 'ntik', 'smua', 'bkal', 'hilang', 'lagikayak', 'nya', 'kalo', 'kasu', 'smbo', 'terbongkar', 'smua', 'nya', 'kebongkar']
196;['mbok', 'ya', 'si', 'kalo', 'mo', 'bajak', 'akun', 'tu', 'milik', 'si', 'rara', 'ato', 'kembarannya', 'di', 'dpr', 'pan', 'kalo', 'pa', 'digerebek', 'jadi', 'seru']
197;['selengkapnya', 'klik', 'link', 'kumparan', 'berikut']
198;['tahun', 'kita', 'punya', 'radio', 'rebel', 'tahun', 'kita', 'punya', 'bjorkan']
199;['polisi', 'mengungkapkan', 'bahwa', 'tersangka', 'muhammad', 'agung', 'hiyatullah', 'ikut', 'mengunggah', 'dalam', 'channel', 'telegram', 'ada', 'postingan', 'yang', 'diunggahnya', 'apa', 'saja', 'wow']
200;['wkwkwkwk', 'bandel', 'nih', 'mbak']
201;['langganan', 'coli', 'bigonya']
202;['buku', 'is', 'it', 'bad', 'or', 'good', 'habbit', 'membaha', 'tentang', 'prose', 'berfikir', 'manusia', 'dan', 'mengenali', 'diri', 'untuk', 'melangkah', 'dari', 'kebiasaan', 'kecil', 'menjadi', 'kebiasaan', 'mengantarkan', 'anda', 'menuju', 'kesuksesan', 'harga', 'rp', 'link', 'pembelian']
203;['kan', 'bang', 'suka', 'nya', 'yg', 'kaya', 'gtu']
204;['yang', 'suka', 'bohong', 'mana', 'nih', 'suaranya']
205;['updat', 'terkini', 'pesan', 'hacker', 'bjorka', 'masih', 'aktif', 'di', 'breach', 'forum', 'netizen', 'yakin', 'ini', 'pengalihan', 'isu']
206;['tersangka', 'kasu', 'bjorka', 'pemuda', 'madiun', 'tidak', 'ditahan', 'polisi']
207;['luar', 'biasa', 'ya', 'negri', 'ini', 'sekarang']
208;['terimakasih', 'sudah', 'mewakili', 'sebagian', 'rakyat', 'indonesia', 'untuk', 'melampiaskan', 'kekesalan', 'kepada', 'pemerintah', 'negeri', 'ini']
209;['bjorka', 'vs', 'white', 'hacker', 'gilda', 'jelaskan', 'ekosistem', 'dark', 'web', 'isinya', 'penjahat']
210;['menurut', 'awak', 'sbgai', 'org', 'awam', 'kasu', 'brigadir', 'j', 'lebih', 'pent', 'dr', 'bbm', 'turun', 'lebih', 'pent', 'dr']
211;['kembali', 'heboh', 'bjorka', 'klaim', 'menkominfo', 'johnni', 'g', 'plate', 'akan', 'diberhentikan', 'begini', 'faktanya']
212;['dipulangkan', 'tapi', 'tetap', 'jadi', 'tersangka', 'wajib', 'lapor', 'padah', 'dia', 'cuma', 'bikin', 'akun', 'ditelegram', 'ata', 'nama', 'bjorkan']
213;['ramai', 'kasu', 'hacker', 'bjorka', 'inilah', 'cara', 'yang', 'bisa', 'diterapkan', 'untuk', 'mengamankan', 'data', 'pribadi']
214;['takut', 'di', 'bongkar', 'lagi', 'kedok', 'nya']
215;['bbm', 'pertalit', 'dan', 'pertamax', 'akan', 'dihapu', 'berikut', 'penjelasannya', 'lihat', 'selengkapnya', 'disini']
216;['ingin', 'peroleh', 'keuntungan', 'kok', 'viralkan', 'jilat', 'penguasa', 'pasti', 'dapat', 'keuntungan']
217;['asyiap', 'readi', 'stok', 'lah']
218;['sosok', 'mah', 'tersangka', 'kasu', 'bjorka', 'penjual', 'es', 'yang', 'diken', 'jujur', 'dan', 'suka', 'main', 'game']
219;['polisi', 'mengatakan', 'bahwa', 'mah', 'pedagang', 'es', 'di', 'madiun', 'yang', 'sempat', 'ditangkap', 'karena', 'diduga', 'terlibat', 'bjorka', 'kini', 'telah', 'ditetapkan', 'sebagai', 'tersangka']
220;['bjorka', 'singgung', 'tito', 'karnavian', 'soal', 'ferdi', 'sambo', 'dan', 'km', 'begini', 'katanya']
221;['drama', 'pana', 'mahfud', 'md', 'vs', 'bjorka', 'kini', 'tertawakan', 'dan', 'tantang', 'si', 'hacker', 'bocor', 'apa', 'kalau', 'kurang', 'minta', 'ke', 'saya']
222;['ini', 'baru', 'pemimpin', 'yg', 'patut', 'di', 'contoh', 'tidak', 'seperti', 'hokag', 'yang', 'selalu', 'menghilang', 'di', 'saat', 'masa', 'datang', 'untuk', 'berkunjung']
223;['heboh', 'hacker', 'bjorka', 'beri', 'pujian', 'pada', 'presiden', 'jokowi', 'usai', 'diduga', 'buat', 'keputusan', 'bijak', 'copot', 'jabatan', 'menteri']
224;['terbaru', 'pemuda', 'di', 'madiun', 'akhirnya', 'dipulangkan', 'bjorka', 'ejek', 'jokowi', 'yang', 'tetap', 'buru', 'dirinya', 'semoga', 'beruntung']
225;['pemuda', 'asal', 'madiun', 'mah', 'diduga', 'sebagai', 'anggota', 'bjorka', 'yang', 'berperan', 'sebagai', 'penyedia', 'kanal', 'telegram', 'bernama', 'bjorkan']
226;['tidak']
227;['yang', 'baru', 'sekali', 'nyima']
228;['sambil', 'baca', 'baca', 'sambil', 'belanja']
229;['dengan', 'hadirnya', 'hacker', 'bjorkamaka', 'hacker', 'facebook', 'haru', 'bercermin', 'liat', 'muka', 'sendiri']
230;['kok', 'gw', 'ngerasa', 'ini', 'di', 'duga', 'di', 'sete', 'di', 'ada', 'adain', 'khasu', 'nya', 'karena', 'ga', 'ketemu', 'si', 'pedagang', 'es', 'nge', 'upload', 'di', 'channel', 'kok', 'gw', 'ga', 'percaya', 'pedagang', 'es', 'chattan', 'gtu', 'sm', 'hacker', 'kaya', 'aneh', 'aja']
231;['kirakira', 'ngehack', 'nya', 'pake', 'apa']
232;['polri', 'menetapkan', 'pemuda', 'asal', 'madiun', 'muhammad', 'agung', 'hidayatulloh', 'mah', 'sebagai', 'tersangka', 'kasu', 'peretasan', 'bjorka']
233;['polri', 'telah', 'menetapkan', 'muhammad', 'agung', 'hiyatullah', 'pemuda', 'berusia', 'tahun', 'sebagai', 'tersangka', 'karena', 'diduga', 'membantu', 'bjorka', 'untuk', 'membuat', 'channel', 'telegram', 'bernama', 'bjorkan', 'mah', 'tercatat', 'mempost', 'konten', 'tiga', 'kali', 'dalam', 'akun', 'tersebut']
234;['membantu']
235;['apa', 'komentar', 'mengenai', 'hal', 'ini']
236;['polri', 'menetapkan', 'penjual', 'es', 'di', 'madiun', 'sebagai', 'tersangka', 'ia', 'diduga', 'bagian', 'dari', 'kelompok', 'bjorka', 'yang', 'berperan', 'sebagai', 'penyedia', 'channel', 'telegram', 'bjorkan']
237;['yakin', 'dehpolisi', 'indonesia', 'merupakan', 'polisi', 'terjeniu', 'di', 'dunia']
238;['kalau', 'bisa', 'ketemu', 'anak', 'paud', 'bakal', 'demo', 'besarbesaran', 'nuntut', 'harun', 'masiku', 'ditemukan', 'juga']
239;['di', 'ig', 'katanya', 'udah', 'di', 'bebasin']
240;['bongkar', 'semua', 'kejahatan', 'para', 'penguasa', 'di', 'negeri', 'ini']
241;['lebih', 'percaya', 'bjorka', 'si', 'daripada', 'orang', 'orang', 'ata']
242;['ilang', 'lagi']
243;['hebat', 'banget', 'emang', 'analisisnya', 'gokil', 'ini', 'mah', 'kuliah', 'kajian', 'wacana', 'a', 'saluttt']
244;['kenapa', 'bjorka', 'tetap', 'dapet', 'dukungan', 'ya', 'padah', 'dia', 'udah', 'jual', 'datadata', 'pribadi', 'publik', 'dia', 'lebih', 'cocok', 'disebut', 'pahlawan', 'atau', 'penjahat']
245;['teka', 'teki', 'bjorka', 'sudah', 'ada', 'yang', 'ditetapkan', 'sebagai', 'tersangka', 'cek', 'selengkapnya', 'bjorka', 'madiun', 'yeah', 'yeah', 'yeah', 'the', 'happiest', 'girl', 'taehyung', 'taehyung']
246;['indonesia', 'negara', 'yang', 'mudah', 'dihancurkan', 'karna', 'ketidak', 'percayaan', 'kepada', 'pemerintah', 'dan', 'aku', 'salah', 'satunya', 'kalian', 'haru', 'milih', 'hidup', 'dengan', 'alur', 'ceritanya', 'atau', 'hidup', 'dengan', 'apa', 'yg', 'mereka', 'tentukan']
247;['tersangka', 'mah', 'pernah', 'mempost', 'di', 'channel', 'sebanyak', 'tiga', 'kali', 'ungkap', 'pihak', 'huma', 'polri']
248;['peran', 'tersangka', 'bagian', 'dari', 'kelompok', 'bjorka', 'yang', 'berperan', 'sebagai', 'penyedia', 'channel', 'telegram', 'dengan', 'nama', 'channel', 'bjorkan', 'selengkapnya', 'di']
249;['bocorkan', 'kecurangan', 'pemilu', 'dan', 'kecurangan', 'vital', 'lain', 'dong']
250;['ia', 'mengunggah', 'cuitan', 'ancaman', 'di', 'akun', 'telegram']
251;['pemuda', 'madiun', 'yang', 'sempat', 'ditangkap', 'gegara', 'kasu', 'hacker', 'bjorka', 'ditetapkan', 'tersangka', 'pemuda', 'berinisi', 'mah', 'berperan', 'sebagai', 'penyedia', 'channel', 'di', 'telegram', 'dengan', 'mengatasnamakan', 'bjorkan']
252;['aksi', 'bjorka', 'buat', 'puse', 'pemerintah', 'siapakah', 'sebenarnya', 'banyuwangi', 'memaafkan', 'bonek', 'kepala', 'desa', 'siang', 'ryeowook', 'lewat']
253;['tuntaskan', 'kasu', 'km', 'edi', 'mulyadi', 'ini', 'kasu', 'sebenarnya', 'adalah', 'bukan', 'jin', 'buang', 'anak', 'tetapi', 'sere', 'kupa', 'km', 'via', 'video']
254;['adapun', 'peran', 'tersangka', 'merupakan', 'bagian', 'dari', 'kelompok', 'bjorka', 'yang', 'berperan', 'sebagai', 'penyedia', 'channel', 'telegram', 'dengan', 'nama', 'channel', 'bjorkan']
255;['hatihati', 'saat', 'berkendara', 'ya', 'adik', 'adik']
256;['lagi', 'rameramenya', 'berita', 'hacker', 'si', 'bjorka', 'yg', 'reta', 'data', 'penduduk', 'konoha', 'teru', 'lagi', 'di', 'buru', 'juga', 'sama', 'yang', 'katanya', 'tim', 'khusu', 'yang', 'baru', 'di', 'buat', 'oleh', 'bapak', 'konoha', 'yang', 'ketangkep', 'malah', 'kang', 'edit', 'jj', 'sama', 'es', 'krim', 'cuak']
257;['ade', 'menjelaskan', 'peran', 'mah', 'yaitu', 'menyiapkan', 'chanel', 'telegram', 'bernama', 'mah', 'disebut', 'mempost', 'sebanyak', 'tiga', 'kali', 'di', 'channel', 'telegram', 'tersebut']
258;['target', 'baru', 'neh', 'data', 'kpk']
259;['viral', 'bjorka', 'mengaku', 'punya', 'teman', 'orang', 'istana', 'negara', 'beri', 'spoiler', 'tentang', 'nasib', 'johnni', 'g', 'plate', 'menkominfo']
260;['peran', 'tersangka', 'bagian', 'dari', 'kelompok', 'bjorka', 'yang', 'berperan', 'sebagai', 'penyedia', 'channel', 'telegram', 'dengan', 'nama', 'channel', 'bjorkan', 'ujar', 'jubir', 'divisi', 'huma', 'polri', 'komb', 'pol', 'ade', 'yaya', 'suryana']
261;['terungkap', 'ternyata', 'ini', 'identita', 'bjorka', 'hacker', 'masyarakat', 'yang', 'diduga', 'bisa', 'ungkap', 'kebenaran']
262;['kasian', 'kena', 'tuduh', 'wkwkwk']
263;['channel', 'telegram', 'bjorkan', 'itu', 'digunakan', 'untuk', 'membocorkan', 'datadata', 'pribadi', 'mah', 'disebut', 'juga', 'ikut', 'mengunggah', 'di', 'channel', 'telegram', 'tersebut', 'sebanyak', 'tiga', 'kali']
264;['baru', 'cari', 'pelakunya', 'teru', 'jangan', 'asal', 'nuduh', 'aja', 'kasihan', 'bro', 'mereka', 'gak', 'salah', 'apaapa', 'di', 'tuduh', 'hacker', 'bjorka', 'inget', 'namanya', 'kebocoran', 'data', 'itu', 'bahaya', 'bro']
265;['ade', 'menjelaskan', 'mah', 'berperan', 'sebagai', 'penyedia', 'channel', 'di', 'telegram', 'dengan', 'mengatasnamakan', 'bjorkan']
266;['pikirkan', 'dulu', 'ya']
267;['mantap']
268;['mahfud', 'mengatakan', 'motif', 'dari', 'perbuatan', 'bjorka', 'tersebut', 'diketahui', 'beragam']
269;['upsssfollow', 'eko', 'ngamuk', 'maaf', 'ya', 'nikmati', 'hadirnya', 'mubahalah', 'dalam', 'hidupmu', 'lu', 'akan', 'dihantui', 'ketakutan', 'setiap', 'saat', 'hidup', 'ga', 'tenang', 'makan', 'ga', 'nyaman']
270;['pemuda', 'tukang', 'edit', 'video', 'dan', 'penjual', 'es', 'pinggir', 'jalan', 'ditangkap', 'polisi', 'dengan', 'tuduhan', 'sebagai', 'sosok', 'di', 'balik', 'hacker', 'bjorka']
271;['vs', 'dkk', 'dst']
272;['adapun', 'peran', 'tersangka', 'bagian', 'dari', 'kelompok', 'bjorka', 'yang', 'berperan', 'penyedia', 'channel', 'telegram', 'bjorkan', 'kata', 'komb', 'ade']
273;['kenapa', 'hr', 'nomor', 'makemak']
274;['asal', 'ngetik', 'mepet', 'tembok', 'maksudnya']
275;['hahaha', 'mainkaaaannn']
276;['udah', 'dikondisikan']
277;['hacker', 'terkeren', 'yg', 'akan', 'menuli', 'sejarah', 'untuk', 'indonesia', 'di', 'dunia', 'informasi', 'dan', 'politik']
278;['berani', 'gk', 'bakal', 'ada', 'kunjungan', 'dari', 'om', 'cipta', 'kondisi']
279;['bang', 'mamaknya', 'butet', 'ada', 'di', 'belakang']
280;['sok', 'atuh', 'barter', 'sm', 'no', 'wa', 'mahmud', 'sukabumi', 'bah']
281;['kelakuan']
282;['wkwkwkkwkwkwkk']
283;['mungkin', 'dunia', 'sedang', 'batuk', 'pilek', 'sepertinya', 'dari', 'mulai', 'perang', 'polisi', 'bunuh', 'polisii', 'hacker', 'muncul', 'sebagai', 'pahlawan', 'bertopeng', 'bagi', 'kaum', 'minorita', 'dan', 'buat', 'deg', 'degan', 'para', 'kaum', 'ata']
284;['kpu', 'dashboard', 'mobil']
285;['tenang', 'udh', 'saya', 'tag']
286;['no', 'wa', 'para', 'mahmud', 'udh', 'disimpen', 'di', 'data', 'base', 'kpu', 'bah']
287;['kao', 'readi', 'bro', 'po', 'gasss']
288;['salfok', 'sama', 'giginya']
289;['bisa', 'yakin', 'kalo', 'dah', 'belajar', 'mah']
290;['gak', 'bakal', 'nembushahahha']
291;['mana', 'bang', 'link', 'telegram', 'bjorkanya', 'saya', 'ingin', 'bergabung', 'soalnya', 'banyak', 'akun', 'fake', 'di', 'telegram', 'jadi', 'susah']
292;['pmrintah', 'kita', 'terlalu', 'apa', 'sih', 'samp', 'salah', 'orang', 'sementara', 'itu', 'bjorka', 'telah', 'terlebih', 'dahulu', 'menanggapi', 'tentang', 'si', 'anak', 'itu']
293;['kalau', 'elu', 'dah', 'balik', 'ke', 'cirebon', 'kasih', 'tau', 'abah', 'abah', 'mw', 'belajar', 'jd', 'haker', 'biar', 'tau', 'stlh', 'setahun', 'bang', 'dan', 'bang', 'dah', 'brp', 'banyak', 'ngumpulin', 'nmr', 'wa', 'mak', 'emak', 'seriu']
294;['moeldoko', 'beri', 'peringatan', 'kera', 'ke', 'hacker', 'bjorka', 'begini', 'katanya']
295;['gua', 'kenal', 'inisi', 'mahterduga', 'bjorka', 'di', 'group', 'telegram', 'yang', 'isi', 'pembahasannya', 'khusu', 'membuat', 'tentang', 'bot', 'telegram', 'dia', 'ae', 'masih', 'bnyak', 'bertanya', 'tentang', 'perbot', 'antentang', 'deploy', 'di', 'vpsmasa', 'ia', 'jadi', 'terduga', 'bjorka', 'lagi', 'ngelawak', 'kah', 'indonesiaku']
296;['setelah', 'menangkap', 'pria', 'asal', 'cirebon', 'hacker', 'bjorka', 'cari', 'saya']
297;['anj', 'tolol', 'mubahalah', 'apaan', 'goblok', 'apa', 'yang', 'di', 'alami', 'kuntadi', 'ga', 'ada', 'apa', 'nya', 'di', 'band', 'apa', 'yang', 'di', 'alami', 'riziek', 'di', 'luar', 'negri', 'terlunta', 'lunta', 'setelah', 'pulang', 'terlont', 'lont', 'junjungan', 'tolol', 'menghasilkan', 'murid', 'idiot']
298;['ksp', 'moeldoko', 'ke', 'hacker', 'bjorka', 'siapapun', 'yang', 'mengganggu', 'kedaulatan', 'data', 'indonesia', 'kita', 'tindak', 'tega']
299;['rekomendasi', 'aksesori', 'lucu', 'murah', 'tapi', 'tidak', 'murahan', 'tag', 'jeanni', 'the', 'happiest', 'girl', 'taehyung', 'hard', 'to', 'love', 'teddi', 'yerim', 'kim']
300;['seorang', 'pemuda', 'penjual', 'es', 'asal', 'madiun', 'diduga', 'sebagai', 'hacker', 'padah', 'pemuda', 'tersebut', 'tidak', 'mempunyai', 'laptop', 'atau', 'pc']
301;['sumpah', 'bingung', 'ini', 'di', 'bjorka', 'harusnya', 'didukung', 'atau', 'dihujat', 'dia', 'pihak', 'ke', 'siapa', 'dulu', 'nih', 'sekarang']
302;['terpantau', 'lgi', 'on', 'bjorka']
303;['seharusnya', 'kita', 'prihatin', 'akan', 'perjuangan', 'maya', 'bjorka', 'ini', 'unjuk', 'rasa', 'mahasiswa', 'dan', 'elemen', 'masyarakat', 'indonesia', 'lainnya', 'adalah', 'perjuangan', 'nyata', 'didepan', 'mata', 'bjorkan', 'melakukan', 'di', 'dunia', 'maya', 'untuk', 'kemajuan', 'bangsa', 'indonesia', 'yang', 'sudah', 'jauh', 'dari', 'uud', 'benarkah']
304;['kalau', 'menyerang', 'pemerintah', 'ya', 'berarti', 'politik']
305;['gue', 'gak', 'tahu', 'apakah', 'redittor', 'lockpickn', 'sama', 'dengan', 'cuma', 'gak', 'mungkinlah', 'hengker', 'yang', 'bisa', 'hapu', 'akun', 'dalam', 'jam', 'bikin', 'cyberdeck', 'doang', 'gak', 'bisa', 'yakan', 'ge']
306;['remotenya', 'ilang']
307;['keringatan', 'di', 'ruang', 'ber', 'ac', 'wkwk']
308;['batuk', 'pilek', 'ga']
309;['pana', 'dingin']
310;['dia', 'liat', 'tuh', 'gara', 'ulahmu', 'tukang', 'es', 'ama', 'orang', 'kecil', 'kena', 'imbasnya', 'katanya', 'mau', 'bantu', 'rakyat', 'kecil', 'malah', 'bikin', 'gaduh', 'aja', 'kau', 'njing', 'lu']
311;['waduuh']
312;['di', 'panggil', 'kpk', 'ri', 'nih']
313;['bisa', 'jadi', 'ada', 'beberapa', 'akun', 'di', 'twitter', 'yg', 'sdh', 'ditangguhkan', 'bjorkan', 'bjorkanesia', 'bjorkasisnismgod', 'tantantangan', 'utk', 'memproteksi', 'data']
314;['g', 'nj', 't', 'bu', 'uru', 't', 'np', 'mpun']
315;['mau', 'bang']
316;['ng', 'nt', 'p', 'cew', 'm', 'nd', 'ab', 's', 'ng', 'gym']
317;['pulih', 'juga', 'hoo', 'tenan']
318;['polri', 'membantah', 'telah', 'melakukan', 'penangkapan', 'terduga', 'pereta', 'atau', 'hacker', 'yang', 'berkaitan', 'dengan', 'bjorka', 'di', 'wilayah', 'cirebon', 'jawa', 'barat']
319;['katanya', 'hacker', 'cere', 'level', 'rendah', 'katanya', 'datanya', 'gak', 'pent', 'tapi', 'ko', 'samp', 'panik', 'banget', 'gitu', 'yaa', 'samp', 'bikin', 'tim', 'khusu', 'dan', 'nangkap', 'anak', 'tukang', 'es', 'makin', 'absurd', 'aja', 'pemerintahan', 'wakanda']
320;['aq', 'juga']
321;['ikutan', 'donk']
322;['kejanggalan', 'soal', 'bjorka', 'madiun', 'tidak', 'punya', 'komput', 'jualan', 'es', 'dan', 'orang', 'tua', 'buruh', 'tani']
323;['yang', 'klian', 'cari', 'kan', 'join', 'aja', 'di', 'tele']
324;['bantu', 'kami', 'rakyat', 'kecil', 'yg', 'merasa', 'tidak', 'perna', 'dapat', 'keadilan', 'dari', 'kaum', 'tertinggi']
325;['yg', 'mau', 'cetak', 'foto', 'cetak', 'foto', 'lg', 'promo', 'di', 'shope', 'qaqaa']
326;['ekspresi', 'saat', 'salah', 'tangkap', 'x', 'lawak']
327;['katanya', 'si', 'bkin', 'baru', 'ya', 'aku', 'agak', 'telat', 'ngikut', 'jorka', 'tt']
328;['rakyat', 'emang']
329;['ini', 'harusnya', 'd', 'serang', 'oleh', 'jgn', 'cuman', 'si', 'deni', 'yg', 'd', 'singgung', 'tpi', 'si', 'eko', 'dkk', 'jga']
330;['keliatan', 'banget', 'ya', 'paniknya', 'pejabat', 'negeri', 'ini', 'membabi', 'buta', 'banget', 'asal', 'tangkep', 'asal', 'tuduh', 'bisa', 'di', 'adili', 'balik', 'yakan', 'kalo', 'ga', 'terbukti']
331;['d', 'akun', 'bjorkan', 'juga', 'ada', 'tapi', 'dia', 'follow', 'bjork', 'jadi', 'bingung', 'mana', 'yg', 'real']
332;['asistensi', 'kampung', 'tangguh', 'anti', 'narkoba', 'dan', 'anti', 'radikalism', 'jajaran', 'polda', 'sumsel']
333;['terlalu', 'foku', 'ngikutin', 'kasu', 'sampai', 'ga', 'engeh', 'kemenso', 'kena', 'juga', 'oleh', 'selasa', 'lalu']
334;['waduh', 'salah', 'informasi']
335;['hncur', 'sudah']
336;['postingan', 'terbaru', 'bjorka']
337;['bapak', 'bapak', 'gemoy']
338;['mudahmudahan', 'woyyy', 'ga', 'siap', 'mesti', 'ini']
339;['ecentio', 'botol', 'minum', 'tumbler', 'sport', 'botol', 'air', 'botol', 'minum', 'ml', 'ml', 'hitam', 'tumbler', 'sport', 'tahan', 'bocor', 'cangkir', 'aluminium']
340;['yang', 'lebih', 'buruk', 'dari', 'wajahku', 'yaitu', 'hukum', 'di', 'indonesia']
341;['dah', 'lahh']
342;['sere', 'terjadi', 'di', 'jakarta', 'apalagi', 'sere', 'banjir']
343;['buset', 'konten', 'pale', 'gacor', 'ini', 'mah', 'si', 'yak', 'wkwkwk', 'ajak', 'temen', 'keluarga', 'atau', 'pacar', 'kalian', 'geng', 'nonton', 'di', 'channelnnya', 'sourc', 'youtub', 'nexera', 'entertain', 'link', 'youtub']
344;['hecker', 'yang', 'nyerang', 'data', 'indonesia', 'kemungkinan', 'gak', 'cuma', 'bisa', 'jadi', 'cuma', 'yang', 'brani', 'tampil', 'terang', 'an', 'buat', 'nyerang', 'tp', 'foku', 'pemerintah', 'buat', 'nangkep', 'aja', 'gak', 'cukup', 'kebobolan', 'data', 'gini', 'gak', 'bisa', 'anggep', 'remeh']
345;['kaget', 'banget', 'loh', 'kirain', 'pokemon', 'ternyata', 'ini', 'gae']
346;['pantesan', 'kulit', 'lengannya', 'kelihatan']
347;['apakah', 'bener', 'ini', 'bjorka']
348;['ngampar', 'tiker', 'ach']
349;['ngga', 'malu', 'prof', 'sdh', 'banyak', 'omong', 'asli', 'masih', 'ngeledek', 'dan', 'berkeliaran']
350;['buat', 'para', 'hacker', 'tolong', 'dong', 'lo', 'buat', 'semua', 'pejabat', 'itu', 'menyerahkan', 'diri', 'ata', 'kesalahan', 'nya', 'mase', 'mase', 'lo', 'jeblosin', 'mereka', 'ke', 'penjara', 'dengan', 'cara', 'menyerahkan', 'diri', 'gimana', 'pun', 'cara', 'nya', 'gue', 'geram', 'banget', 'dengan', 'pemerintah', 'yang', 'se', 'enak', 'nya', 'sendiri']
351;['kabar', 'heboh', 'bjorka', 'ditangkap', 'dan', 'identita', 'bocor', 'mabe', 'polri', 'merespon', 'hacker', 'membala', 'begini']
352;['coba', 'bang', 'masuk', 'sini']
353;['yg', 'tandatangan', 'surat', 'kelakuan', 'baik', 'di', 'lapa', 'pinagki', 'siapa', 'ya', 'rekeningnya', 'cek']
